datetime,start_time,end_time,concSS1,concSS2,concSS3,concSS4,concSS5
2015-08-18 11:00:00,2015-08-18 10:00:00,2015-08-18 12:00:00,25.85,385.82,920.88,1300.16,1631.25
2015-08-18 13:00:00,2015-08-18 12:00:00,2015-08-18 14:00:00,34.87,473.6,1051.03,1257.82,1545.44
2015-08-18 15:00:00,2015-08-18 14:00:00,2015-08-18 16:00:00,35.16,504.26,1047.76,1304.73,1645.74
2015-08-18 17:00:00,2015-08-18 16:00:00,2015-08-18 18:00:00,37.6,425.17,957.95,1201.57,1516.36
2015-08-18 19:00:00,2015-08-18 18:00:00,2015-08-18 20:00:00,25.08,429.44,916.38,1154.34,1499.43
2015-08-18 21:00:00,2015-08-18 20:00:00,2015-08-18 22:00:00,27.24,467.84,1071.46,1144.24,1593.98
2015-08-18 23:00:00,2015-08-18 22:00:00,2015-08-19 00:00:00,56.6,836.88,1537.08,1741.23,2425.53
2015-08-19 01:00:00,2015-08-19 00:00:00,2015-08-19 02:00:00,82.42,890.42,1233.19,1612.22,2610.73
2015-08-19 03:00:00,2015-08-19 02:00:00,2015-08-19 04:00:00,54.62,738.64,1271.76,1507.96,1861.54
2015-08-19 05:00:00,2015-08-19 04:00:00,2015-08-19 06:00:00,53.38,701.3,1202.43,1476.16,1873.26
2015-08-19 07:00:00,2015-08-19 06:00:00,2015-08-19 08:00:00,45.58,562.76,1120.02,1204.72,1443.46
2015-08-19 09:00:00,2015-08-19 08:00:00,2015-08-19 10:00:00,34.69,377.31,962.71,1088.31,1237.84
2015-08-19 11:00:00,2015-08-19 10:00:00,2015-08-19 12:00:00,36.02,513.96,886.28,964.3,1045.91
2015-08-19 13:00:00,2015-08-19 12:00:00,2015-08-19 14:00:00,51.38,652.64,815.42,1255.19,1417.91
2015-08-19 15:00:00,2015-08-19 14:00:00,2015-08-19 16:00:00,39.27,625.54,1001.12,1111.43,1187.5
2015-08-19 17:00:00,2015-08-19 16:00:00,2015-08-19 18:00:00,40.72,547.4,885.29,1030.23,1191.93
2015-08-19 19:00:00,2015-08-19 18:00:00,2015-08-19 20:00:00,34.33,547.6,866.05,1042.16,1092.52
2015-08-19 21:00:00,2015-08-19 20:00:00,2015-08-19 22:00:00,42.27,622.23,943.79,1083.57,1561.67
2015-08-19 23:00:00,2015-08-19 22:00:00,2015-08-20 00:00:00,48.51,674.43,993.27,1180.86,1443.43
2015-08-20 01:00:00,2015-08-20 00:00:00,2015-08-20 02:00:00,48.45,627.44,904.32,1211.74,1484.78
2015-08-20 03:00:00,2015-08-20 02:00:00,2015-08-20 04:00:00,51.48,659.46,988.09,1212.88,1397.81
2015-08-20 05:00:00,2015-08-20 04:00:00,2015-08-20 06:00:00,58.58,759.78,1021.47,1196.45,1421.49
2015-08-20 07:00:00,2015-08-20 06:00:00,2015-08-20 08:00:00,62.32,633.14,1049.06,1495.16,1710.51
2015-08-20 09:00:00,2015-08-20 08:00:00,2015-08-20 10:00:00,56.8,649.82,915.68,1098.95,1267.7
2015-08-20 11:00:00,2015-08-20 10:00:00,2015-08-20 12:00:00,63.45,697.29,1022.41,1175.93,1329.21
2015-08-20 15:00:00,2015-08-20 14:00:00,2015-08-20 16:00:00,68.96,725.63,982.1,1190.57,1489.05
2015-08-20 17:00:00,2015-08-20 16:00:00,2015-08-20 18:00:00,65.7,750.08,1088.54,1294.43,1458.8
2015-08-20 19:00:00,2015-08-20 18:00:00,2015-08-20 20:00:00,92.19,861.0,1256.51,1652.3,1822.4
2015-08-20 21:00:00,2015-08-20 20:00:00,2015-08-20 22:00:00,101.59,890.67,1377.32,1666.79,1864.32
2015-08-20 23:00:00,2015-08-20 22:00:00,2015-08-21 00:00:00,74.33,681.1,1153.84,1415.91,1550.6
2015-08-21 01:00:00,2015-08-21 00:00:00,2015-08-21 02:00:00,78.87,679.68,1117.68,1369.37,1596.03
2015-08-21 03:00:00,2015-08-21 02:00:00,2015-08-21 04:00:00,81.44,661.57,1094.73,1417.8,1661.0
2015-08-21 05:00:00,2015-08-21 04:00:00,2015-08-21 06:00:00,80.04,523.07,1028.51,1380.38,1402.35
2015-08-21 07:00:00,2015-08-21 06:00:00,2015-08-21 08:00:00,66.61,377.93,741.81,1046.35,1194.45
2015-08-21 09:00:00,2015-08-21 08:00:00,2015-08-21 10:00:00,85.81,432.53,638.55,721.97,1202.92
2015-08-21 11:00:00,2015-08-21 10:00:00,2015-08-21 12:00:00,124.37,617.89,980.25,1222.17,1632.91
2015-08-21 13:00:00,2015-08-21 12:00:00,2015-08-21 14:00:00,119.0,718.26,1186.52,1489.94,1943.86
2015-08-21 15:00:00,2015-08-21 14:00:00,2015-08-21 16:00:00,103.08,688.47,1250.65,1673.51,2439.1
2015-08-21 17:00:00,2015-08-21 16:00:00,2015-08-21 18:00:00,92.76,611.48,1141.15,1541.47,2019.95
2015-08-21 19:00:00,2015-08-21 18:00:00,2015-08-21 20:00:00,95.65,524.7,1063.6,1441.43,1843.7
2015-08-21 21:00:00,2015-08-21 20:00:00,2015-08-21 22:00:00,94.09,446.6,872.78,1262.93,1783.51
2015-08-21 23:00:00,2015-08-21 22:00:00,2015-08-22 00:00:00,95.44,468.68,851.78,1181.38,1554.65
2015-08-22 01:00:00,2015-08-22 00:00:00,2015-08-22 02:00:00,94.73,406.05,780.98,1203.67,1593.72
2015-08-22 03:00:00,2015-08-22 02:00:00,2015-08-22 04:00:00,105.06,428.6,807.9,1203.63,1529.82
2015-08-22 05:00:00,2015-08-22 04:00:00,2015-08-22 06:00:00,116.03,436.14,777.99,1078.76,1368.6
2015-08-22 07:00:00,2015-08-22 06:00:00,2015-08-22 08:00:00,102.52,537.21,869.68,1173.95,1407.6
2015-08-22 09:00:00,2015-08-22 08:00:00,2015-08-22 10:00:00,142.31,638.3,1017.46,1306.35,1435.14
2015-08-22 11:00:00,2015-08-22 10:00:00,2015-08-22 12:00:00,147.91,686.52,922.03,1186.7,1401.55
2015-08-22 13:00:00,2015-08-22 12:00:00,2015-08-22 14:00:00,138.45,600.05,923.55,1188.22,1345.47
2015-08-22 15:00:00,2015-08-22 14:00:00,2015-08-22 16:00:00,157.64,660.97,964.69,1213.28,1395.21
2015-08-22 17:00:00,2015-08-22 16:00:00,2015-08-22 18:00:00,156.11,644.33,972.24,1167.12,1408.38
2015-08-22 19:00:00,2015-08-22 18:00:00,2015-08-22 20:00:00,159.66,604.42,921.73,1346.51,1471.55
2015-08-22 21:00:00,2015-08-22 20:00:00,2015-08-22 22:00:00,137.35,645.1,1002.5,1306.37,1627.93
2015-08-22 23:00:00,2015-08-22 22:00:00,2015-08-23 00:00:00,149.76,667.58,1006.22,1239.16,1509.57
2015-08-23 01:00:00,2015-08-23 00:00:00,2015-08-23 02:00:00,154.14,682.36,1036.51,1278.72,1454.39
2015-08-23 03:00:00,2015-08-23 02:00:00,2015-08-23 04:00:00,171.16,713.85,1114.26,1348.88,1456.77
2015-08-23 05:00:00,2015-08-23 04:00:00,2015-08-23 06:00:00,155.27,766.02,1126.29,1233.42,1560.88
2015-08-23 07:00:00,2015-08-23 06:00:00,2015-08-23 08:00:00,135.12,621.63,969.18,1200.43,1462.38
2015-08-23 09:00:00,2015-08-23 08:00:00,2015-08-23 10:00:00,117.19,583.63,940.48,1142.05,1314.87
2015-08-23 11:00:00,2015-08-23 10:00:00,2015-08-23 12:00:00,111.64,573.25,834.37,985.47,1236.77
2015-08-23 13:00:00,2015-08-23 12:00:00,2015-08-23 14:00:00,109.59,550.19,823.5,1043.14,1277.44
2015-08-23 15:00:00,2015-08-23 14:00:00,2015-08-23 16:00:00,119.48,570.79,854.11,1012.35,1229.1
2015-08-23 17:00:00,2015-08-23 16:00:00,2015-08-23 18:00:00,113.42,523.82,776.35,964.25,1193.35
2015-08-23 19:00:00,2015-08-23 18:00:00,2015-08-23 20:00:00,137.46,837.03,839.33,915.37,1026.98
2015-08-23 21:00:00,2015-08-23 20:00:00,2015-08-23 22:00:00,125.91,672.61,935.36,1068.31,1245.0
2015-08-23 23:00:00,2015-08-23 22:00:00,2015-08-24 00:00:00,139.61,765.53,1321.9,1718.24,1936.15
2015-08-24 01:00:00,2015-08-24 00:00:00,2015-08-24 02:00:00,140.3,769.42,1113.83,1369.95,1709.58
2015-08-24 03:00:00,2015-08-24 02:00:00,2015-08-24 04:00:00,149.75,789.77,1145.28,1349.39,1636.23
2015-08-24 05:00:00,2015-08-24 04:00:00,2015-08-24 06:00:00,130.09,722.71,1077.4,1305.72,1632.22
2015-08-24 07:00:00,2015-08-24 06:00:00,2015-08-24 08:00:00,129.93,755.32,1091.53,1237.11,1476.18
2015-08-24 09:00:00,2015-08-24 08:00:00,2015-08-24 10:00:00,141.09,770.81,983.5,1129.62,1281.41
2015-08-24 11:00:00,2015-08-24 10:00:00,2015-08-24 12:00:00,140.0,750.29,966.77,1173.34,1436.68
2015-08-24 13:00:00,2015-08-24 12:00:00,2015-08-24 14:00:00,162.6,774.06,1064.48,1336.81,1583.76
2015-08-24 15:00:00,2015-08-24 14:00:00,2015-08-24 16:00:00,195.83,942.95,1191.81,1407.31,1790.51
2015-08-24 17:00:00,2015-08-24 16:00:00,2015-08-24 18:00:00,208.69,966.32,1168.07,1656.79,1966.3
2015-08-24 19:00:00,2015-08-24 18:00:00,2015-08-24 20:00:00,262.18,1308.28,1979.18,1776.36,1989.93
2015-08-24 21:00:00,2015-08-24 20:00:00,2015-08-24 22:00:00,247.59,881.96,1150.22,1549.63,2214.1
2015-08-24 23:00:00,2015-08-24 22:00:00,2015-08-25 00:00:00,229.6,854.44,1208.41,1599.1,2263.14
2015-08-25 01:00:00,2015-08-25 00:00:00,2015-08-25 02:00:00,275.89,880.81,1225.47,1964.57,1884.43
2015-08-25 03:00:00,2015-08-25 02:00:00,2015-08-25 04:00:00,295.69,1034.22,1813.45,2781.25,2015.3
2015-08-25 05:00:00,2015-08-25 04:00:00,2015-08-25 06:00:00,299.01,1335.18,1813.98,1891.2,2522.99
2015-08-25 07:00:00,2015-08-25 06:00:00,2015-08-25 08:00:00,242.25,755.1,1098.55,1453.38,1720.95
2015-08-25 09:00:00,2015-08-25 08:00:00,2015-08-25 10:00:00,217.1,665.05,833.26,1052.75,1176.62
2015-08-25 11:00:00,2015-08-25 10:00:00,2015-08-25 12:00:00,223.88,644.5,775.21,874.56,1034.27
2015-08-25 13:00:00,2015-08-25 12:00:00,2015-08-25 14:00:00,211.2,642.98,762.13,892.75,1016.5
2015-08-25 15:00:00,2015-08-25 14:00:00,2015-08-25 16:00:00,225.63,669.69,786.21,903.8,1014.32
2015-08-25 17:00:00,2015-08-25 16:00:00,2015-08-25 18:00:00,223.05,722.32,909.49,1090.63,1366.74
2015-08-25 19:00:00,2015-08-25 18:00:00,2015-08-25 20:00:00,236.28,866.85,1283.26,1372.02,1484.31
2015-08-25 21:00:00,2015-08-25 20:00:00,2015-08-25 22:00:00,311.99,761.56,1111.24,1586.14,3055.61
2015-08-25 23:00:00,2015-08-25 22:00:00,2015-08-26 00:00:00,236.74,685.32,1039.85,1293.15,1900.29
2015-08-26 01:00:00,2015-08-26 00:00:00,2015-08-26 02:00:00,207.13,614.2,936.67,1235.41,1523.68
2015-08-26 03:00:00,2015-08-26 02:00:00,2015-08-26 04:00:00,182.41,624.06,1190.54,1687.89,1898.02
2015-08-26 05:00:00,2015-08-26 04:00:00,2015-08-26 06:00:00,162.59,672.2,1090.59,1356.57,1927.12
2015-08-26 07:00:00,2015-08-26 06:00:00,2015-08-26 08:00:00,188.91,670.62,1153.66,1398.61,1769.24
2015-08-26 09:00:00,2015-08-26 08:00:00,2015-08-26 10:00:00,196.85,724.67,1204.68,1716.37,3294.27
2015-08-26 11:00:00,2015-08-26 10:00:00,2015-08-26 12:00:00,208.81,793.78,1019.69,1057.51,1501.86
2015-08-26 13:00:00,2015-08-26 12:00:00,2015-08-26 14:00:00,92.19,439.95,644.11,625.4,856.47
2015-08-26 15:00:00,2015-08-26 14:00:00,2015-08-26 16:00:00,86.25,291.07,441.86,524.19,742.68
2015-08-26 17:00:00,2015-08-26 16:00:00,2015-08-26 18:00:00,77.41,263.76,354.77,446.28,656.07
2015-08-26 19:00:00,2015-08-26 18:00:00,2015-08-26 20:00:00,83.3,209.87,280.58,566.37,1011.38
2015-08-26 21:00:00,2015-08-26 20:00:00,2015-08-26 22:00:00,95.77,259.5,379.87,686.25,1130.47
2015-08-26 23:00:00,2015-08-26 22:00:00,2015-08-27 00:00:00,94.68,277.08,388.55,773.01,1321.21
2015-08-27 01:00:00,2015-08-27 00:00:00,2015-08-27 02:00:00,108.11,337.14,507.43,867.04,1362.42
2015-08-27 03:00:00,2015-08-27 02:00:00,2015-08-27 04:00:00,116.97,373.14,574.87,950.0,1499.63
2015-08-27 05:00:00,2015-08-27 04:00:00,2015-08-27 06:00:00,117.13,414.14,728.58,1173.59,1591.1
2015-08-27 07:00:00,2015-08-27 06:00:00,2015-08-27 08:00:00,201.63,643.22,841.35,1160.15,1639.76
2015-08-27 09:00:00,2015-08-27 08:00:00,2015-08-27 10:00:00,180.9,624.91,839.86,1162.32,1551.18
2015-08-27 13:00:00,2015-08-27 12:00:00,2015-08-27 14:00:00,189.58,607.56,883.7,1068.12,1379.41
2015-08-27 15:00:00,2015-08-27 14:00:00,2015-08-27 16:00:00,151.93,504.68,721.51,904.49,1246.34
2015-08-27 17:00:00,2015-08-27 16:00:00,2015-08-27 18:00:00,145.06,487.42,685.61,956.02,1239.14
2015-08-27 19:00:00,2015-08-27 18:00:00,2015-08-27 20:00:00,166.82,498.74,692.32,903.28,1468.29
2015-08-27 21:00:00,2015-08-27 20:00:00,2015-08-27 22:00:00,171.2,626.19,865.78,1140.41,1863.44
2015-08-27 23:00:00,2015-08-27 22:00:00,2015-08-28 00:00:00,126.95,740.68,1382.07,1813.14,2260.4
2015-08-28 01:00:00,2015-08-28 00:00:00,2015-08-28 02:00:00,62.74,532.28,1055.83,1515.86,1748.48
2015-08-28 03:00:00,2015-08-28 02:00:00,2015-08-28 04:00:00,61.44,405.35,652.14,903.52,1246.57
2015-08-28 05:00:00,2015-08-28 04:00:00,2015-08-28 06:00:00,59.12,336.69,529.22,749.77,1057.13
2015-08-28 07:00:00,2015-08-28 06:00:00,2015-08-28 08:00:00,59.43,288.12,397.41,528.93,754.38
2015-08-28 09:00:00,2015-08-28 08:00:00,2015-08-28 10:00:00,48.64,218.25,296.62,486.36,765.82
2015-08-28 11:00:00,2015-08-28 10:00:00,2015-08-28 12:00:00,37.78,359.7,476.75,650.99,824.12
2015-08-28 13:00:00,2015-08-28 12:00:00,2015-08-28 14:00:00,100.44,403.47,552.92,812.68,1194.32
2015-08-28 15:00:00,2015-08-28 14:00:00,2015-08-28 16:00:00,76.69,313.44,387.83,565.16,902.86
2015-08-28 17:00:00,2015-08-28 16:00:00,2015-08-28 18:00:00,76.05,242.83,359.42,608.34,970.28
2015-08-28 19:00:00,2015-08-28 18:00:00,2015-08-28 20:00:00,68.01,151.98,240.94,465.14,978.21
2015-08-28 21:00:00,2015-08-28 20:00:00,2015-08-28 22:00:00,30.41,106.24,128.95,289.19,747.91
2015-08-28 23:00:00,2015-08-28 22:00:00,2015-08-29 00:00:00,15.25,66.34,91.3,183.09,553.39
2015-08-29 01:00:00,2015-08-29 00:00:00,2015-08-29 02:00:00,14.16,60.47,92.53,191.37,519.62
2015-08-29 03:00:00,2015-08-29 02:00:00,2015-08-29 04:00:00,14.04,66.22,108.74,240.26,554.07
2015-08-29 05:00:00,2015-08-29 04:00:00,2015-08-29 06:00:00,17.67,75.56,114.04,272.25,678.04
2015-08-29 07:00:00,2015-08-29 06:00:00,2015-08-29 08:00:00,25.06,100.0,146.57,192.92,317.62
2015-08-29 09:00:00,2015-08-29 08:00:00,2015-08-29 10:00:00,20.23,124.56,174.37,227.4,427.71
2015-08-29 11:00:00,2015-08-29 10:00:00,2015-08-29 12:00:00,24.93,100.2,148.32,190.77,202.44
2015-08-29 13:00:00,2015-08-29 12:00:00,2015-08-29 14:00:00,23.25,71.15,123.69,170.29,289.47
2015-08-29 15:00:00,2015-08-29 14:00:00,2015-08-29 16:00:00,15.75,77.87,118.62,202.25,414.43
2015-08-29 17:00:00,2015-08-29 16:00:00,2015-08-29 18:00:00,21.83,87.07,149.2,247.19,560.56
2015-08-29 19:00:00,2015-08-29 18:00:00,2015-08-29 20:00:00,22.36,110.44,198.13,367.73,797.21
2015-08-29 21:00:00,2015-08-29 20:00:00,2015-08-29 22:00:00,20.46,111.91,210.81,444.81,1040.7
2015-08-29 23:00:00,2015-08-29 22:00:00,2015-08-30 00:00:00,24.94,118.54,214.54,482.31,1152.96
2015-08-30 01:00:00,2015-08-30 00:00:00,2015-08-30 02:00:00,27.0,136.47,286.67,567.41,1169.17
2015-08-30 03:00:00,2015-08-30 02:00:00,2015-08-30 04:00:00,29.7,172.87,403.33,692.18,1134.47
2015-08-30 05:00:00,2015-08-30 04:00:00,2015-08-30 06:00:00,25.66,147.07,379.3,795.87,1275.28
2015-08-30 07:00:00,2015-08-30 06:00:00,2015-08-30 08:00:00,27.73,144.62,440.26,770.93,965.33
2015-08-30 09:00:00,2015-08-30 08:00:00,2015-08-30 10:00:00,18.88,199.2,508.85,722.73,937.86
2015-08-30 11:00:00,2015-08-30 10:00:00,2015-08-30 12:00:00,20.73,132.21,287.37,390.13,629.7
2015-08-30 13:00:00,2015-08-30 12:00:00,2015-08-30 14:00:00,17.51,122.2,202.19,251.96,372.6
2015-08-30 15:00:00,2015-08-30 14:00:00,2015-08-30 16:00:00,19.66,127.27,262.94,349.23,507.3
2015-08-30 17:00:00,2015-08-30 16:00:00,2015-08-30 18:00:00,20.33,154.51,246.65,376.34,597.66
2015-08-30 19:00:00,2015-08-30 18:00:00,2015-08-30 20:00:00,21.51,158.47,305.65,519.78,732.32
2015-08-30 21:00:00,2015-08-30 20:00:00,2015-08-30 22:00:00,28.34,195.82,378.81,729.56,1018.69
2015-08-30 23:00:00,2015-08-30 22:00:00,2015-08-31 00:00:00,69.77,263.25,418.46,791.48,1210.63
2015-08-31 01:00:00,2015-08-31 00:00:00,2015-08-31 02:00:00,59.95,254.03,448.67,720.89,1140.2
2015-08-31 03:00:00,2015-08-31 02:00:00,2015-08-31 04:00:00,65.97,262.16,447.15,811.1,1110.22
2015-08-31 05:00:00,2015-08-31 04:00:00,2015-08-31 06:00:00,98.9,287.88,452.43,758.73,1084.39
2015-08-31 07:00:00,2015-08-31 06:00:00,2015-08-31 08:00:00,91.42,299.73,426.19,741.21,1038.66
2015-08-31 09:00:00,2015-08-31 08:00:00,2015-08-31 10:00:00,79.97,283.56,536.24,768.42,1106.36
2015-08-31 11:00:00,2015-08-31 10:00:00,2015-08-31 12:00:00,51.63,187.47,414.75,764.78,979.03
2015-08-31 13:00:00,2015-08-31 12:00:00,2015-08-31 14:00:00,64.09,242.12,427.19,610.2,974.02
2015-08-31 15:00:00,2015-08-31 14:00:00,2015-08-31 16:00:00,46.64,209.15,412.57,636.77,990.61
2015-08-31 17:00:00,2015-08-31 16:00:00,2015-08-31 18:00:00,46.58,198.07,427.93,632.26,922.79
2015-08-31 19:00:00,2015-08-31 18:00:00,2015-08-31 20:00:00,50.11,211.31,402.24,610.79,972.82
2015-08-31 21:00:00,2015-08-31 20:00:00,2015-08-31 22:00:00,52.22,226.18,435.55,630.37,1030.81
2015-08-31 23:00:00,2015-08-31 22:00:00,2015-09-01 00:00:00,59.23,264.37,457.04,659.03,897.51
2015-09-01 01:00:00,2015-09-01 00:00:00,2015-09-01 02:00:00,66.38,253.84,509.39,846.63,997.61
2015-09-01 03:00:00,2015-09-01 02:00:00,2015-09-01 04:00:00,51.48,258.43,498.16,699.49,950.34
2015-09-01 05:00:00,2015-09-01 04:00:00,2015-09-01 06:00:00,44.72,272.9,540.79,761.97,1029.92
2015-09-01 07:00:00,2015-09-01 06:00:00,2015-09-01 08:00:00,71.2,333.42,510.56,1159.47,1674.09
2015-09-01 09:00:00,2015-09-01 08:00:00,2015-09-01 10:00:00,51.64,336.97,546.25,704.02,854.41
2015-09-01 11:00:00,2015-09-01 10:00:00,2015-09-01 12:00:00,57.03,352.38,550.63,649.37,896.94
2015-09-01 13:00:00,2015-09-01 12:00:00,2015-09-01 14:00:00,53.27,314.94,511.24,636.39,844.13
2015-09-01 15:00:00,2015-09-01 14:00:00,2015-09-01 16:00:00,42.67,262.27,510.6,712.26,739.86
2015-09-01 17:00:00,2015-09-01 16:00:00,2015-09-01 18:00:00,60.4,526.04,702.81,618.89,1299.69
2015-09-01 19:00:00,2015-09-01 18:00:00,2015-09-01 20:00:00,33.35,227.94,374.27,493.06,668.91
2015-09-01 21:00:00,2015-09-01 20:00:00,2015-09-01 22:00:00,36.8,226.81,345.01,636.55,871.08
2015-09-01 23:00:00,2015-09-01 22:00:00,2015-09-02 00:00:00,24.49,205.19,405.35,545.04,1304.9
2015-09-02 01:00:00,2015-09-02 00:00:00,2015-09-02 02:00:00,14.84,129.32,277.87,816.69,1355.41
2015-09-02 03:00:00,2015-09-02 02:00:00,2015-09-02 04:00:00,9.66,97.5,214.78,410.94,1239.03
2015-09-02 05:00:00,2015-09-02 04:00:00,2015-09-02 06:00:00,8.66,73.11,150.43,357.18,865.02
2015-09-02 07:00:00,2015-09-02 06:00:00,2015-09-02 08:00:00,6.24,40.76,87.74,278.8,834.2
2015-09-02 09:00:00,2015-09-02 08:00:00,2015-09-02 10:00:00,9.04,41.55,123.12,342.69,824.14
2015-09-02 11:00:00,2015-09-02 10:00:00,2015-09-02 12:00:00,5.87,45.19,119.2,323.29,766.33
2015-09-02 13:00:00,2015-09-02 12:00:00,2015-09-02 14:00:00,6.35,70.06,191.4,363.48,740.68
2015-09-02 15:00:00,2015-09-02 14:00:00,2015-09-02 16:00:00,25.25,125.92,238.41,371.72,746.44
2015-09-02 17:00:00,2015-09-02 16:00:00,2015-09-02 18:00:00,28.16,125.2,228.05,354.35,742.85
2015-09-02 19:00:00,2015-09-02 18:00:00,2015-09-02 20:00:00,44.4,123.32,174.31,284.37,676.77
2015-09-02 21:00:00,2015-09-02 20:00:00,2015-09-02 22:00:00,41.67,110.96,163.62,239.68,586.75
2015-09-02 23:00:00,2015-09-02 22:00:00,2015-09-03 00:00:00,46.25,142.23,185.97,303.64,636.85
2015-09-03 01:00:00,2015-09-03 00:00:00,2015-09-03 02:00:00,55.68,161.9,190.39,330.33,703.1
2015-09-03 03:00:00,2015-09-03 02:00:00,2015-09-03 04:00:00,60.92,148.1,193.21,350.87,744.62
2015-09-03 05:00:00,2015-09-03 04:00:00,2015-09-03 06:00:00,59.63,141.72,219.63,397.7,915.13
2015-09-03 07:00:00,2015-09-03 06:00:00,2015-09-03 08:00:00,57.79,163.32,267.05,392.42,1013.38
2015-09-03 09:00:00,2015-09-03 08:00:00,2015-09-03 10:00:00,78.91,213.27,280.37,513.23,1145.93
2015-09-03 11:00:00,2015-09-03 10:00:00,2015-09-03 12:00:00,43.15,165.78,251.06,536.29,1062.61
2015-09-03 13:00:00,2015-09-03 12:00:00,2015-09-03 14:00:00,35.23,172.37,257.61,488.01,969.92
2015-09-03 15:00:00,2015-09-03 14:00:00,2015-09-03 16:00:00,36.66,166.76,204.82,437.27,820.46
2015-09-03 17:00:00,2015-09-03 16:00:00,2015-09-03 18:00:00,32.9,143.54,330.48,637.21,920.7
2015-09-03 19:00:00,2015-09-03 18:00:00,2015-09-03 20:00:00,36.32,163.15,255.03,520.89,1325.91
2015-09-03 21:00:00,2015-09-03 20:00:00,2015-09-03 22:00:00,41.34,227.7,343.5,683.64,1367.45
2015-09-03 23:00:00,2015-09-03 22:00:00,2015-09-04 00:00:00,73.82,245.28,352.53,609.93,1260.11
2015-09-04 01:00:00,2015-09-04 00:00:00,2015-09-04 02:00:00,77.22,254.13,354.7,602.48,1260.72
2015-09-04 03:00:00,2015-09-04 02:00:00,2015-09-04 04:00:00,104.22,266.36,349.36,534.44,963.15
2015-09-04 05:00:00,2015-09-04 04:00:00,2015-09-04 06:00:00,111.22,239.66,283.6,456.26,785.63
2015-09-04 07:00:00,2015-09-04 06:00:00,2015-09-04 08:00:00,76.84,205.58,289.83,436.17,750.92
2015-09-04 09:00:00,2015-09-04 08:00:00,2015-09-04 10:00:00,49.23,162.79,241.16,336.92,508.72
2015-09-04 11:00:00,2015-09-04 10:00:00,2015-09-04 12:00:00,45.81,164.3,260.43,362.76,515.63
2015-09-04 13:00:00,2015-09-04 12:00:00,2015-09-04 14:00:00,48.99,193.29,303.36,388.19,581.21
2015-09-04 15:00:00,2015-09-04 14:00:00,2015-09-04 16:00:00,36.05,196.48,279.28,530.65,645.1
2015-09-04 17:00:00,2015-09-04 16:00:00,2015-09-04 18:00:00,37.09,208.91,343.46,609.25,901.88
2015-09-04 19:00:00,2015-09-04 18:00:00,2015-09-04 20:00:00,34.94,193.05,340.85,505.17,795.31
2015-09-04 21:00:00,2015-09-04 20:00:00,2015-09-04 22:00:00,51.8,222.6,397.1,720.21,1304.82
2015-09-04 23:00:00,2015-09-04 22:00:00,2015-09-05 00:00:00,66.11,257.48,455.87,790.12,1190.4
2015-09-05 01:00:00,2015-09-05 00:00:00,2015-09-05 02:00:00,107.06,343.47,511.4,759.95,1206.35
2015-09-05 03:00:00,2015-09-05 02:00:00,2015-09-05 04:00:00,96.74,333.84,513.54,746.3,1158.36
2015-09-05 05:00:00,2015-09-05 04:00:00,2015-09-05 06:00:00,113.22,375.56,528.54,733.42,1068.72
2015-09-05 07:00:00,2015-09-05 06:00:00,2015-09-05 08:00:00,107.36,385.56,490.64,663.6,926.47
2015-09-05 09:00:00,2015-09-05 08:00:00,2015-09-05 10:00:00,98.75,325.77,422.09,534.5,798.1
2015-09-05 11:00:00,2015-09-05 10:00:00,2015-09-05 12:00:00,101.78,339.74,451.95,557.06,782.04
2015-09-05 13:00:00,2015-09-05 12:00:00,2015-09-05 14:00:00,82.58,291.85,402.84,539.54,726.33
2015-09-05 15:00:00,2015-09-05 14:00:00,2015-09-05 16:00:00,69.9,260.86,355.71,463.15,713.99
2015-09-05 17:00:00,2015-09-05 16:00:00,2015-09-05 18:00:00,77.22,273.12,390.34,521.64,708.48
2015-09-05 19:00:00,2015-09-05 18:00:00,2015-09-05 20:00:00,54.09,251.48,427.42,614.88,863.65
2015-09-05 21:00:00,2015-09-05 20:00:00,2015-09-05 22:00:00,53.43,248.29,388.95,599.68,877.16
2015-09-05 23:00:00,2015-09-05 22:00:00,2015-09-06 00:00:00,60.43,225.71,379.86,588.55,918.81
2015-09-06 01:00:00,2015-09-06 00:00:00,2015-09-06 02:00:00,34.59,220.12,372.34,582.59,854.94
2015-09-06 03:00:00,2015-09-06 02:00:00,2015-09-06 04:00:00,37.91,202.42,315.68,534.29,838.16
2015-09-06 05:00:00,2015-09-06 04:00:00,2015-09-06 06:00:00,23.23,169.97,330.69,518.55,839.41
2015-09-06 07:00:00,2015-09-06 06:00:00,2015-09-06 08:00:00,50.53,209.1,345.25,595.87,879.84
2015-09-06 09:00:00,2015-09-06 08:00:00,2015-09-06 10:00:00,43.95,245.09,340.24,490.27,829.19
2015-09-06 11:00:00,2015-09-06 10:00:00,2015-09-06 12:00:00,41.67,234.39,319.98,588.47,865.77
2015-09-06 13:00:00,2015-09-06 12:00:00,2015-09-06 14:00:00,49.91,246.31,368.99,570.81,859.19
2015-09-06 15:00:00,2015-09-06 14:00:00,2015-09-06 16:00:00,42.47,237.72,368.34,582.25,832.25
2015-09-06 17:00:00,2015-09-06 16:00:00,2015-09-06 18:00:00,51.3,221.03,376.44,575.75,766.02
2015-09-06 19:00:00,2015-09-06 18:00:00,2015-09-06 20:00:00,43.98,204.18,348.88,476.51,656.4
